Year,Team_x,Season or Playoff,Rank,Player,Age,Games,Games Started,Minutes Played,Field Goal,Field Goal Attempts,Field Goal %,3 Point Field Goals,3 Point Field Goals Attempts,3 Point Field Goals %,2 Point Field Goals,2 Point Field Goals Attempts,2 Point Field Goals %,Free Throws,Free Throw Attempts,Free Throw Attempts %,Offensive Rebounds,Defensive Rebounds,Total Rebounds,Assists,Steals,Blocks,Turnovers,Personal Fouls,Points,Round,Pick,Team_y,Prior Team,College
2022,Los Angeles Sparks,Regular Season,4,Jordin Canada,26,32,25,865.0,104.0,271.0,0.384,7.0,50.0,0.14,97.0,221.0,0.439,79.0,98.0,0.806,7.0,66.0,73.0,176.0,44.0,5.0,75.0,58.0,294.0,,,,,
2022,Los Angeles Sparks,Regular Season,5,Lexie Brown,27,34,16,850.0,93.0,211.0,0.441,53.0,133.0,0.398,40.0,78.0,0.513,4.0,6.0,0.667,8.0,70.0,78.0,70.0,34.0,7.0,28.0,44.0,243.0,,,,,
2022,Los Angeles Sparks,Regular Season,6,Liz Cambage,30,25,24,584.0,117.0,230.0,0.509,4.0,14.0,0.286,113.0,216.0,0.523,87.0,111.0,0.784,33.0,127.0,160.0,52.0,16.0,41.0,57.0,79.0,325.0,,,,,
2022,Los Angeles Sparks,Regular Season,7,Chiney Ogwumike,30,26,7,478.0,69.0,148.0,0.466,8.0,18.0,0.444,61.0,130.0,0.469,36.0,51.0,0.706,52.0,90.0,142.0,28.0,20.0,9.0,37.0,71.0,182.0,,,,,
2022,Los Angeles Sparks,Regular Season,8,Olivia Nelson-Ododa,21,30,6,436.0,47.0,83.0,0.566,0.0,0.0,,47.0,83.0,0.566,26.0,37.0,0.703,34.0,54.0,88.0,11.0,9.0,24.0,31.0,77.0,120.0,2.0,19.0,Los Angeles Sparksfrom Chicago via Dallas,Connecticut,Connecticut
2022,Los Angeles Sparks,Regular Season,9,Chennedy Carter,23,24,2,393.0,85.0,189.0,0.45,2.0,10.0,0.2,83.0,179.0,0.464,41.0,55.0,0.745,9.0,36.0,45.0,46.0,15.0,9.0,43.0,52.0,213.0,,,,,
2022,Los Angeles Sparks,Regular Season,10,Jasmine Walker,24,32,1,281.0,19.0,76.0,0.25,10.0,50.0,0.2,9.0,26.0,0.346,3.0,3.0,1.0,12.0,36.0,48.0,6.0,6.0,3.0,15.0,30.0,51.0,,,,,
2022,Los Angeles Sparks,Regular Season,11,Kristi Toliver,35,11,10,218.0,19.0,51.0,0.373,13.0,36.0,0.361,6.0,15.0,0.4,14.0,16.0,0.875,0.0,9.0,9.0,34.0,4.0,0.0,25.0,14.0,65.0,,,,,
2022,Los Angeles Sparks,Regular Season,12,Kianna Smith,23,11,0,113.0,11.0,35.0,0.314,5.0,18.0,0.278,6.0,17.0,0.353,2.0,2.0,1.0,5.0,4.0,9.0,6.0,4.0,0.0,4.0,11.0,29.0,2.0,16.0,Los Angeles Sparksfrom Washington,Louisville,Louisville
2022,Los Angeles Sparks,Regular Season,13,Rae Burrell,22,3,1,44.0,1.0,9.0,0.111,1.0,6.0,0.167,0.0,3.0,0.0,2.0,2.0,1.0,1.0,2.0,3.0,1.0,2.0,0.0,1.0,4.0,5.0,1.0,9.0,Los Angeles Sparksfrom Seattle,Tennessee,Tennessee
2022,Los Angeles Sparks,Regular Season,14,Amy Atwell,24,4,1,32.0,1.0,9.0,0.111,1.0,6.0,0.167,0.0,3.0,0.0,0.0,0.0,,1.0,1.0,2.0,2.0,0.0,0.0,2.0,1.0,3.0,3.0,27.0,Los Angeles Sparks,Hawaii,Hawaii
2022,Indiana Fever,Regular Season,1,Kelsey Mitchell,26,31,31,1010.0,196.0,447.0,0.438,72.0,176.0,0.409,124.0,271.0,0.458,105.0,122.0,0.861,14.0,46.0,60.0,129.0,29.0,7.0,73.0,72.0,569.0,,,,,
2022,Indiana Fever,Regular Season,2,NaLyssa Smith,21,32,32,983.0,160.0,382.0,0.419,37.0,97.0,0.381,123.0,285.0,0.432,76.0,123.0,0.618,70.0,183.0,253.0,45.0,15.0,8.0,76.0,93.0,433.0,1.0,2.0,Indiana Fever,Baylor,Baylor
2022,Indiana Fever,Regular Season,3,Victoria Vivians,27,35,30,940.0,126.0,375.0,0.336,44.0,157.0,0.28,82.0,218.0,0.376,46.0,62.0,0.742,23.0,102.0,125.0,85.0,37.0,9.0,72.0,83.0,342.0,,,,,
2022,Indiana Fever,Regular Season,4,Danielle Robinson,33,31,30,732.0,85.0,203.0,0.419,9.0,40.0,0.225,76.0,163.0,0.466,51.0,60.0,0.85,12.0,77.0,89.0,119.0,22.0,5.0,51.0,44.0,230.0,,,,,
2022,Indiana Fever,Regular Season,5,Queen Egbo,22,33,31,720.0,95.0,215.0,0.442,0.0,0.0,,95.0,215.0,0.442,49.0,76.0,0.645,61.0,148.0,209.0,31.0,30.0,40.0,64.0,98.0,239.0,1.0,10.0,Indiana Feverfrom Minnesota,Baylor,Baylor
2022,Indiana Fever,Regular Season,6,Emily Engstler,22,35,6,638.0,72.0,182.0,0.396,16.0,45.0,0.356,56.0,137.0,0.409,21.0,38.0,0.553,72.0,109.0,181.0,51.0,26.0,40.0,48.0,110.0,181.0,1.0,4.0,Indiana Feverfrom Los Angeles via Dallas,Louisville,Louisville
2022,Indiana Fever,Regular Season,7,Destanni Henderson,23,36,5,589.0,71.0,177.0,0.401,26.0,71.0,0.366,45.0,106.0,0.425,23.0,32.0,0.719,27.0,30.0,57.0,89.0,27.0,3.0,60.0,32.0,191.0,2.0,20.0,Indiana Feverfrom Phoenix,South Carolina,South Carolina
2022,Indiana Fever,Regular Season,8,Tiffany Mitchell,27,34,8,553.0,82.0,182.0,0.451,12.0,31.0,0.387,70.0,151.0,0.464,45.0,52.0,0.865,20.0,21.0,41.0,40.0,28.0,2.0,30.0,46.0,221.0,,,,,
2022,Indiana Fever,Regular Season,9,Lexie Hull,22,26,4,334.0,28.0,105.0,0.267,8.0,43.0,0.186,20.0,62.0,0.323,36.0,40.0,0.9,11.0,29.0,40.0,18.0,15.0,2.0,18.0,47.0,100.0,1.0,6.0,Indiana Feverfrom Dallas,Stanford,Stanford
2022,Indiana Fever,Regular Season,10,Emma Cannon,33,23,2,328.0,59.0,113.0,0.522,9.0,18.0,0.5,50.0,95.0,0.526,34.0,46.0,0.739,22.0,51.0,73.0,12.0,14.0,2.0,16.0,48.0,161.0,,,,,
2022,Indiana Fever,Regular Season,11,Alanna Smith,25,9,1,116.0,14.0,42.0,0.333,6.0,25.0,0.24,8.0,17.0,0.471,5.0,7.0,0.714,8.0,16.0,24.0,5.0,8.0,6.0,8.0,17.0,39.0,,,,,
2022,Indiana Fever,Regular Season,12,Bria Hartley,29,10,0,87.0,9.0,26.0,0.346,3.0,9.0,0.333,6.0,17.0,0.353,4.0,6.0,0.667,1.0,9.0,10.0,10.0,1.0,0.0,9.0,5.0,25.0,,,,,
2022,Indiana Fever,Regular Season,13,Alaina Coates,27,8,0,75.0,7.0,11.0,0.636,0.0,0.0,,7.0,11.0,0.636,14.0,15.0,0.933,6.0,10.0,16.0,2.0,2.0,3.0,5.0,18.0,28.0,,,,,
2022,Indiana Fever,Regular Season,14,Khayla Pointer,23,10,0,58.0,7.0,12.0,0.583,1.0,4.0,0.25,6.0,8.0,0.75,7.0,14.0,0.5,1.0,7.0,8.0,2.0,2.0,0.0,9.0,2.0,22.0,2.0,13.0,Las Vegas Acesfrom Indiana via Minnesota,LSU,LSU
2022,Indiana Fever,Regular Season,15,Crystal Dangerfield,24,3,0,49.0,6.0,14.0,0.429,2.0,6.0,0.333,4.0,8.0,0.5,4.0,4.0,1.0,1.0,2.0,3.0,10.0,0.0,2.0,3.0,1.0,18.0,,,,,
2022,Indiana Fever,Regular Season,16,Rennia Davis,23,7,0,40.0,4.0,12.0,0.333,0.0,2.0,0.0,4.0,10.0,0.4,0.0,0.0,,3.0,5.0,8.0,1.0,2.0,0.0,3.0,3.0,8.0,,,,,
2021,Connecticut Sun,Regular Season,1,DeWanna Bonner,33,32,32,1022.0,159.0,403.0,0.395,44.0,139.0,0.317,115.0,264.0,0.436,124.0,139.0,0.892,21.0,184.0,205.0,111.0,40.0,23.0,69.0,52.0,486.0,,,,,
2021,Connecticut Sun,Regular Season,2,Brionna Jones,25,32,32,980.0,194.0,340.0,0.571,0.0,3.0,0.0,194.0,337.0,0.576,82.0,103.0,0.796,101.0,132.0,233.0,56.0,44.0,17.0,70.0,97.0,470.0,,,,,
2021,Connecticut Sun,Regular Season,3,Jasmine Thomas,31,30,30,887.0,113.0,293.0,0.386,42.0,105.0,0.4,71.0,188.0,0.378,49.0,56.0,0.875,13.0,60.0,73.0,122.0,39.0,6.0,67.0,53.0,317.0,,,,,
2021,Connecticut Sun,Regular Season,4,Briann January,34,29,29,877.0,71.0,167.0,0.425,27.0,71.0,0.38,44.0,96.0,0.458,33.0,38.0,0.868,9.0,33.0,42.0,89.0,25.0,4.0,52.0,58.0,202.0,,,,,
2021,Connecticut Sun,Regular Season,5,Jonquel Jones,27,27,27,856.0,192.0,373.0,0.515,42.0,116.0,0.362,150.0,257.0,0.584,97.0,121.0,0.802,67.0,236.0,303.0,75.0,34.0,34.0,78.0,84.0,523.0,,,,,
2021,Connecticut Sun,Regular Season,6,Natisha Hiedeman,24,32,5,644.0,78.0,195.0,0.4,51.0,128.0,0.398,27.0,67.0,0.403,35.0,50.0,0.7,7.0,53.0,60.0,60.0,27.0,6.0,30.0,61.0,242.0,,,,,
2021,Connecticut Sun,Regular Season,7,Kaila Charles,23,30,4,488.0,49.0,133.0,0.368,10.0,33.0,0.303,39.0,100.0,0.39,21.0,24.0,0.875,33.0,51.0,84.0,33.0,14.0,11.0,26.0,59.0,129.0,,,,,
2021,Connecticut Sun,Regular Season,8,Beatrice Mompremier,24,32,0,275.0,26.0,53.0,0.491,0.0,0.0,,26.0,53.0,0.491,5.0,12.0,0.417,28.0,49.0,77.0,7.0,12.0,8.0,18.0,44.0,57.0,,,,,
2021,Connecticut Sun,Regular Season,9,DiJonai Carrington,23,24,1,220.0,27.0,82.0,0.329,3.0,21.0,0.143,24.0,61.0,0.393,11.0,15.0,0.733,15.0,32.0,47.0,12.0,13.0,3.0,22.0,37.0,68.0,2.0,20.0,Connecticut Sunfrom Phoenix,Baylor,Baylor
2021,Connecticut Sun,Regular Season,10,Stephanie Jones,22,18,0,99.0,12.0,29.0,0.414,0.0,2.0,0.0,12.0,27.0,0.444,1.0,2.0,0.5,11.0,10.0,21.0,3.0,2.0,1.0,3.0,9.0,25.0,,,,,
2021,Connecticut Sun,Regular Season,11,Emma Cannon,32,5,0,58.0,8.0,17.0,0.471,4.0,8.0,0.5,4.0,9.0,0.444,1.0,2.0,0.5,5.0,10.0,15.0,4.0,0.0,1.0,5.0,10.0,21.0,,,,,
2021,Connecticut Sun,Regular Season,12,Alyssa Thomas,29,3,0,37.0,4.0,15.0,0.267,0.0,0.0,,4.0,15.0,0.267,3.0,4.0,0.75,1.0,9.0,10.0,4.0,1.0,0.0,3.0,4.0,11.0,,,,,
2021,Connecticut Sun,Regular Season,13,Shatori Walker-Kimbrough,26,1,0,4.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,,,,,
2021,Connecticut Sun,Regular Season,14,Aleah Goodman,22,1,0,3.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,30.0,Connecticut Sun,Oregon State,Oregon State
2021,Connecticut Sun,Playoffs,1,DeWanna Bonner,33,4,4,140.0,19.0,47.0,0.404,6.0,15.0,0.4,13.0,32.0,0.406,10.0,11.0,0.909,3.0,25.0,28.0,5.0,4.0,7.0,11.0,11.0,54.0,,,,,
2021,Connecticut Sun,Playoffs,2,Jonquel Jones,27,4,4,140.0,27.0,59.0,0.458,4.0,9.0,0.444,23.0,50.0,0.46,7.0,9.0,0.778,10.0,29.0,39.0,13.0,5.0,9.0,8.0,6.0,65.0,,,,,
2021,Connecticut Sun,Playoffs,3,Jasmine Thomas,31,4,4,137.0,11.0,43.0,0.256,4.0,18.0,0.222,7.0,25.0,0.28,7.0,9.0,0.778,6.0,7.0,13.0,14.0,8.0,2.0,13.0,8.0,33.0,,,,,
2021,Connecticut Sun,Playoffs,4,Brionna Jones,25,4,4,103.0,19.0,32.0,0.594,0.0,0.0,,19.0,32.0,0.594,9.0,14.0,0.643,7.0,10.0,17.0,2.0,6.0,3.0,6.0,11.0,47.0,,,,,
2021,Connecticut Sun,Playoffs,5,Briann January,34,3,3,102.0,9.0,17.0,0.529,5.0,8.0,0.625,4.0,9.0,0.444,9.0,13.0,0.692,1.0,6.0,7.0,9.0,3.0,0.0,5.0,9.0,32.0,,,,,
2021,Connecticut Sun,Playoffs,6,Alyssa Thomas,29,4,0,93.0,20.0,49.0,0.408,0.0,1.0,0.0,20.0,48.0,0.417,7.0,11.0,0.636,10.0,14.0,24.0,15.0,6.0,2.0,5.0,9.0,47.0,,,,,
2021,Connecticut Sun,Playoffs,7,Natisha Hiedeman,24,4,0,72.0,11.0,22.0,0.5,9.0,15.0,0.6,2.0,7.0,0.286,5.0,7.0,0.714,2.0,1.0,3.0,12.0,3.0,2.0,2.0,2.0,36.0,,,,,
2021,Connecticut Sun,Playoffs,8,Kaila Charles,23,4,1,53.0,5.0,16.0,0.313,0.0,1.0,0.0,5.0,15.0,0.333,0.0,0.0,,8.0,4.0,12.0,3.0,1.0,1.0,1.0,3.0,10.0,,,,,
2021,Connecticut Sun,Playoffs,9,Beatrice Mompremier,24,2,0,7.0,1.0,2.0,0.5,0.0,0.0,,1.0,2.0,0.5,0.0,0.0,,0.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,2.0,,,,,
2021,Connecticut Sun,Playoffs,10,DiJonai Carrington,23,2,0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,20.0,Connecticut Sunfrom Phoenix,Baylor,Baylor
2021,Connecticut Sun,Playoffs,11,Stephanie Jones,22,1,0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
2021,Las Vegas Aces,Regular Season,1,A'ja Wilson,24,32,32,1021.0,207.0,466.0,0.444,1.0,1.0,1.0,206.0,465.0,0.443,169.0,193.0,0.876,63.0,235.0,298.0,98.0,28.0,40.0,46.0,49.0,584.0,,,,,
2021,Las Vegas Aces,Regular Season,2,Jackie Young,23,32,32,1016.0,155.0,306.0,0.507,5.0,20.0,0.25,150.0,286.0,0.524,75.0,90.0,0.833,20.0,110.0,130.0,103.0,36.0,11.0,47.0,58.0,390.0,,,,,
2021,Las Vegas Aces,Regular Season,3,Chelsea Gray,28,32,32,926.0,148.0,326.0,0.454,27.0,71.0,0.38,121.0,255.0,0.475,32.0,36.0,0.889,15.0,77.0,92.0,189.0,37.0,9.0,88.0,43.0,355.0,,,,,
2021,Las Vegas Aces,Regular Season,4,Riquna Williams,31,32,32,833.0,114.0,257.0,0.444,63.0,151.0,0.417,51.0,106.0,0.481,46.0,50.0,0.92,6.0,77.0,83.0,51.0,25.0,11.0,21.0,47.0,337.0,,,,,
2021,Las Vegas Aces,Regular Season,5,Dearica Hamby,27,29,0,710.0,127.0,233.0,0.545,9.0,36.0,0.25,118.0,197.0,0.599,74.0,113.0,0.655,33.0,160.0,193.0,49.0,31.0,4.0,43.0,57.0,337.0,,,,,
2021,Las Vegas Aces,Regular Season,6,Kelsey Plum,26,26,0,665.0,128.0,293.0,0.437,44.0,114.0,0.386,84.0,179.0,0.469,85.0,90.0,0.944,11.0,55.0,66.0,93.0,26.0,1.0,43.0,56.0,385.0,,,,,
2021,Las Vegas Aces,Regular Season,7,Liz Cambage,29,25,24,595.0,140.0,258.0,0.543,5.0,14.0,0.357,135.0,244.0,0.553,71.0,100.0,0.71,39.0,167.0,206.0,33.0,22.0,41.0,44.0,74.0,356.0,,,,,
2021,Las Vegas Aces,Regular Season,8,Kiah Stokes,28,15,8,308.0,10.0,17.0,0.588,0.0,0.0,,10.0,17.0,0.588,2.0,4.0,0.5,27.0,65.0,92.0,15.0,6.0,10.0,7.0,19.0,22.0,,,,,
2021,Las Vegas Aces,Regular Season,9,JiSu Park,22,25,0,223.0,17.0,52.0,0.327,0.0,4.0,0.0,17.0,48.0,0.354,15.0,18.0,0.833,16.0,30.0,46.0,21.0,3.0,16.0,19.0,28.0,49.0,,,,,
2021,Las Vegas Aces,Regular Season,10,Destiny Slocum,23,21,0,133.0,7.0,22.0,0.318,5.0,15.0,0.333,2.0,7.0,0.286,3.0,5.0,0.6,3.0,16.0,19.0,12.0,3.0,1.0,7.0,19.0,22.0,2.0,14.0,Las Vegas Acesfrom Indiana,Arkansas,Arkansas
2021,Las Vegas Aces,Regular Season,11,Joyner Holmes,23,4,0,23.0,5.0,10.0,0.5,3.0,4.0,0.75,2.0,6.0,0.333,0.0,0.0,,0.0,4.0,4.0,2.0,0.0,1.0,1.0,2.0,13.0,,,,,
2021,Las Vegas Aces,Regular Season,12,Emma Cannon,32,3,0,17.0,2.0,5.0,0.4,0.0,2.0,0.0,2.0,3.0,0.667,2.0,2.0,1.0,2.0,3.0,5.0,1.0,0.0,1.0,3.0,3.0,6.0,,,,,
2021,Las Vegas Aces,Regular Season,13,Bria Holmes,27,2,0,6.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,
2021,Las Vegas Aces,Regular Season,14,Angel McCoughtry,34,1,0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
2021,Las Vegas Aces,Playoffs,1,A'ja Wilson,24,5,5,161.0,27.0,62.0,0.435,0.0,0.0,,27.0,62.0,0.435,17.0,26.0,0.654,6.0,40.0,46.0,16.0,5.0,5.0,11.0,8.0,71.0,,,,,
2021,Las Vegas Aces,Playoffs,2,Kelsey Plum,26,5,0,144.0,33.0,70.0,0.471,12.0,31.0,0.387,21.0,39.0,0.538,20.0,22.0,0.909,2.0,8.0,10.0,17.0,5.0,0.0,12.0,11.0,98.0,,,,,
2021,Las Vegas Aces,Playoffs,3,Chelsea Gray,28,5,5,142.0,30.0,65.0,0.462,7.0,18.0,0.389,23.0,47.0,0.489,10.0,10.0,1.0,1.0,15.0,16.0,32.0,5.0,0.0,6.0,5.0,77.0,,,,,
2021,Las Vegas Aces,Playoffs,4,Riquna Williams,31,5,5,137.0,27.0,49.0,0.551,10.0,29.0,0.345,17.0,20.0,0.85,8.0,8.0,1.0,0.0,8.0,8.0,5.0,6.0,2.0,3.0,8.0,72.0,,,,,
2021,Las Vegas Aces,Playoffs,5,Jackie Young,23,5,5,130.0,11.0,33.0,0.333,0.0,1.0,0.0,11.0,32.0,0.344,6.0,6.0,1.0,9.0,7.0,16.0,11.0,5.0,2.0,3.0,12.0,28.0,,,,,
2021,Las Vegas Aces,Playoffs,6,Liz Cambage,29,5,3,100.0,21.0,43.0,0.488,3.0,6.0,0.5,18.0,37.0,0.486,7.0,7.0,1.0,5.0,22.0,27.0,6.0,9.0,1.0,8.0,17.0,52.0,,,,,
2021,Las Vegas Aces,Playoffs,7,Dearica Hamby,27,5,0,87.0,7.0,24.0,0.292,0.0,5.0,0.0,7.0,19.0,0.368,5.0,10.0,0.5,7.0,17.0,24.0,5.0,2.0,1.0,2.0,11.0,19.0,,,,,
2021,Las Vegas Aces,Playoffs,8,Kiah Stokes,28,5,2,71.0,2.0,5.0,0.4,0.0,0.0,,2.0,5.0,0.4,1.0,2.0,0.5,4.0,9.0,13.0,5.0,2.0,3.0,2.0,7.0,5.0,,,,,
2021,Las Vegas Aces,Playoffs,9,JiSu Park,22,4,0,16.0,0.0,3.0,0.0,0.0,0.0,,0.0,3.0,0.0,0.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,,,,,
2021,Las Vegas Aces,Playoffs,10,Destiny Slocum,23,3,0,13.0,1.0,2.0,0.5,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,14.0,Las Vegas Acesfrom Indiana,Arkansas,Arkansas
2021,Minnesota Lynx,Regular Season,1,Kayla McBride,29,32,32,1010.0,143.0,330.0,0.433,61.0,161.0,0.379,82.0,169.0,0.485,91.0,100.0,0.91,8.0,107.0,115.0,72.0,26.0,5.0,34.0,57.0,438.0,,,,,
2021,Minnesota Lynx,Regular Season,2,Napheesa Collier,24,29,29,1003.0,175.0,397.0,0.441,21.0,83.0,0.253,154.0,314.0,0.49,98.0,114.0,0.86,50.0,142.0,192.0,92.0,38.0,37.0,68.0,82.0,469.0,,,,,
2021,Minnesota Lynx,Regular Season,3,Sylvia Fowles,35,31,31,934.0,208.0,325.0,0.64,0.0,0.0,,208.0,325.0,0.64,80.0,106.0,0.755,65.0,247.0,312.0,44.0,56.0,56.0,72.0,79.0,496.0,,,,,
2021,Minnesota Lynx,Regular Season,4,Crystal Dangerfield,23,31,10,623.0,87.0,224.0,0.388,28.0,78.0,0.359,59.0,146.0,0.404,36.0,42.0,0.857,8.0,53.0,61.0,88.0,21.0,2.0,43.0,58.0,238.0,,,,,
2021,Minnesota Lynx,Regular Season,5,Bridget Carleton,24,32,10,618.0,55.0,137.0,0.401,27.0,74.0,0.365,28.0,63.0,0.444,16.0,20.0,0.8,23.0,51.0,74.0,47.0,25.0,6.0,27.0,47.0,153.0,,,,,
2021,Minnesota Lynx,Regular Season,6,Damiris Dantas,28,24,20,572.0,66.0,175.0,0.377,34.0,102.0,0.333,32.0,73.0,0.438,18.0,24.0,0.75,15.0,82.0,97.0,55.0,10.0,7.0,44.0,48.0,184.0,,,,,
2021,Minnesota Lynx,Regular Season,7,Layshia Clarendon,30,21,20,540.0,92.0,178.0,0.517,5.0,14.0,0.357,87.0,164.0,0.53,29.0,37.0,0.784,12.0,53.0,65.0,119.0,13.0,0.0,64.0,59.0,218.0,,,,,
2021,Minnesota Lynx,Regular Season,8,Rachel Banham,27,27,0,341.0,51.0,129.0,0.395,28.0,75.0,0.373,23.0,54.0,0.426,5.0,8.0,0.625,3.0,30.0,33.0,44.0,8.0,4.0,25.0,47.0,135.0,,,,,
2021,Minnesota Lynx,Regular Season,9,Aerial Powers,27,14,7,309.0,61.0,143.0,0.427,11.0,35.0,0.314,50.0,108.0,0.463,55.0,60.0,0.917,13.0,38.0,51.0,29.0,5.0,5.0,41.0,29.0,188.0,,,,,
2021,Minnesota Lynx,Regular Season,10,Natalie Achonwa,28,21,1,253.0,26.0,61.0,0.426,0.0,1.0,0.0,26.0,60.0,0.433,25.0,28.0,0.893,12.0,33.0,45.0,25.0,12.0,5.0,13.0,33.0,77.0,,,,,
2021,Minnesota Lynx,Regular Season,11,Jessica Shepard,24,22,0,231.0,16.0,44.0,0.364,1.0,12.0,0.083,15.0,32.0,0.469,12.0,16.0,0.75,24.0,47.0,71.0,38.0,3.0,4.0,18.0,20.0,45.0,,,,,
2021,Minnesota Lynx,Regular Season,12,Cierra Burdick,27,3,0,10.0,2.0,3.0,0.667,0.0,0.0,,2.0,3.0,0.667,2.0,3.0,0.667,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,,,,,
2021,Minnesota Lynx,Regular Season,13,Linnae Harper,26,1,0,5.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,
2021,Minnesota Lynx,Regular Season,14,Natasha Mack,23,1,0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0,Chicago Skyfrom Dallas via 3 trades,Oklahoma State,Oklahoma State
2021,Minnesota Lynx,Playoffs,1,Napheesa Collier,24,1,1,35.0,3.0,11.0,0.273,2.0,2.0,1.0,1.0,9.0,0.111,0.0,0.0,,3.0,1.0,4.0,2.0,3.0,0.0,2.0,4.0,8.0,,,,,
2021,Minnesota Lynx,Playoffs,2,Kayla McBride,29,1,1,34.0,7.0,13.0,0.538,4.0,7.0,0.571,3.0,6.0,0.5,1.0,2.0,0.5,0.0,7.0,7.0,2.0,0.0,0.0,6.0,3.0,19.0,,,,,
2021,Minnesota Lynx,Playoffs,3,Sylvia Fowles,35,1,1,32.0,6.0,9.0,0.667,0.0,0.0,,6.0,9.0,0.667,5.0,6.0,0.833,2.0,6.0,8.0,2.0,1.0,2.0,1.0,6.0,17.0,,,,,
2021,Minnesota Lynx,Playoffs,4,Aerial Powers,27,1,1,32.0,10.0,21.0,0.476,3.0,6.0,0.5,7.0,15.0,0.467,1.0,1.0,1.0,1.0,4.0,5.0,4.0,2.0,0.0,6.0,4.0,24.0,,,,,
2021,Minnesota Lynx,Playoffs,5,Crystal Dangerfield,23,1,0,24.0,1.0,5.0,0.2,0.0,2.0,0.0,1.0,3.0,0.333,0.0,0.0,,0.0,1.0,1.0,2.0,1.0,0.0,2.0,1.0,2.0,,,,,
2021,Minnesota Lynx,Playoffs,6,Bridget Carleton,24,1,0,15.0,0.0,2.0,0.0,0.0,0.0,,0.0,2.0,0.0,0.0,0.0,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,,,,,
2021,Minnesota Lynx,Playoffs,7,Layshia Clarendon,30,1,1,12.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,,,,,
2021,Minnesota Lynx,Playoffs,8,Natalie Achonwa,28,1,0,11.0,2.0,3.0,0.667,0.0,0.0,,2.0,3.0,0.667,0.0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,4.0,,,,,
2021,Minnesota Lynx,Playoffs,9,Rachel Banham,27,1,0,5.0,0.0,2.0,0.0,0.0,0.0,,0.0,2.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,,,,,
2021,Seattle Storm,Regular Season,1,Jewell Loyd,27,31,31,962.0,193.0,459.0,0.42,65.0,173.0,0.376,128.0,286.0,0.448,104.0,117.0,0.889,24.0,101.0,125.0,117.0,46.0,6.0,71.0,64.0,555.0,,,,,
2021,Seattle Storm,Regular Season,2,Breanna Stewart,26,28,28,934.0,194.0,442.0,0.439,48.0,143.0,0.336,146.0,299.0,0.488,133.0,157.0,0.847,34.0,234.0,268.0,76.0,33.0,48.0,46.0,51.0,569.0,,,,,
2021,Seattle Storm,Regular Season,3,Sue Bird,40,30,30,832.0,106.0,246.0,0.431,67.0,160.0,0.419,39.0,86.0,0.453,20.0,24.0,0.833,8.0,69.0,77.0,160.0,28.0,3.0,47.0,31.0,299.0,,,,,
2021,Seattle Storm,Regular Season,4,Mercedes Russell,25,30,28,740.0,92.0,149.0,0.617,0.0,0.0,,92.0,149.0,0.617,36.0,47.0,0.766,50.0,134.0,184.0,49.0,27.0,11.0,38.0,79.0,220.0,,,,,
2021,Seattle Storm,Regular Season,5,Katie Lou Samuelson,24,27,24,566.0,72.0,158.0,0.456,26.0,74.0,0.351,46.0,84.0,0.548,19.0,26.0,0.731,11.0,84.0,95.0,46.0,18.0,7.0,30.0,45.0,189.0,,,,,
