Year,Team_x,Season or Playoff,Rank,Player,Age,Games,Games Started,Minutes Played,Field Goal,Field Goal Attempts,Field Goal %,3 Point Field Goals,3 Point Field Goals Attempts,3 Point Field Goals %,2 Point Field Goals,2 Point Field Goals Attempts,2 Point Field Goals %,Free Throws,Free Throw Attempts,Free Throw Attempts %,Offensive Rebounds,Defensive Rebounds,Total Rebounds,Assists,Steals,Blocks,Turnovers,Personal Fouls,Points,Round,Pick,Team_y,Prior Team,College
2022,Dallas Wings,Regular Season,11,Jasmine Dickey,22,20,0,93.0,7.0,33.0,0.212,1.0,4.0,0.25,6.0,29.0,0.207,6.0,9.0,0.667,6.0,6.0,12.0,2.0,4.0,1.0,5.0,9.0,21.0,3.0,30.0,Dallas Wings,Delaware,Delaware
2022,Dallas Wings,Regular Season,12,Charli Collier,22,17,0,78.0,12.0,27.0,0.444,0.0,2.0,0.0,12.0,25.0,0.48,10.0,14.0,0.714,4.0,6.0,10.0,2.0,1.0,0.0,10.0,19.0,34.0,,,,,
2022,Dallas Wings,Regular Season,13,Moriah Jefferson,28,1,0,4.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
2022,Dallas Wings,Playoffs,1,Allisha Gray,27,3,3,107.0,15.0,31.0,0.484,3.0,13.0,0.231,12.0,18.0,0.667,6.0,10.0,0.6,3.0,8.0,11.0,14.0,5.0,1.0,2.0,6.0,39.0,,,,,
2022,Dallas Wings,Playoffs,2,Marina Mabrey,25,3,3,98.0,18.0,42.0,0.429,5.0,11.0,0.455,13.0,31.0,0.419,4.0,4.0,1.0,2.0,10.0,12.0,5.0,2.0,2.0,14.0,10.0,45.0,,,,,
2022,Dallas Wings,Playoffs,3,Veronica Burton,21,3,3,84.0,6.0,15.0,0.4,3.0,10.0,0.3,3.0,5.0,0.6,4.0,5.0,0.8,4.0,4.0,8.0,10.0,6.0,1.0,6.0,5.0,19.0,1.0,7.0,Dallas Wingsfrom Chicago via Indiana,Northwestern,Northwestern
2022,Dallas Wings,Playoffs,4,Kayla Thornton,29,3,3,79.0,10.0,19.0,0.526,4.0,8.0,0.5,6.0,11.0,0.545,1.0,1.0,1.0,3.0,11.0,14.0,4.0,1.0,2.0,3.0,11.0,25.0,,,,,
2022,Dallas Wings,Playoffs,5,Teaira McCowan,25,3,1,74.0,12.0,25.0,0.48,0.0,0.0,,12.0,25.0,0.48,8.0,15.0,0.533,11.0,17.0,28.0,3.0,1.0,5.0,10.0,9.0,32.0,,,,,
2022,Dallas Wings,Playoffs,6,Tyasha Harris,24,3,0,52.0,7.0,19.0,0.368,2.0,7.0,0.286,5.0,12.0,0.417,2.0,2.0,1.0,3.0,4.0,7.0,7.0,1.0,1.0,4.0,3.0,18.0,,,,,
2022,Dallas Wings,Playoffs,7,Satou Sabally,24,3,0,46.0,7.0,21.0,0.333,3.0,10.0,0.3,4.0,11.0,0.364,4.0,5.0,0.8,0.0,4.0,4.0,9.0,0.0,1.0,2.0,6.0,21.0,,,,,
2022,Dallas Wings,Playoffs,8,Isabelle Harrison,28,3,2,37.0,7.0,13.0,0.538,0.0,0.0,,7.0,13.0,0.538,2.0,2.0,1.0,1.0,4.0,5.0,1.0,1.0,0.0,1.0,3.0,16.0,,,,,
2022,Dallas Wings,Playoffs,9,Awak Kuier,20,3,0,15.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,,1.0,4.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,,,,,
2022,Dallas Wings,Playoffs,10,Arike Ogunbowale,25,1,0,6.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
2022,Dallas Wings,Playoffs,11,Jasmine Dickey,22,1,0,2.0,0.0,2.0,0.0,0.0,0.0,,0.0,2.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,30.0,Dallas Wings,Delaware,Delaware
2022,New York Liberty,Regular Season,1,Sabrina Ionescu,24,36,36,1163.0,211.0,513.0,0.411,83.0,249.0,0.333,128.0,264.0,0.485,121.0,130.0,0.931,35.0,219.0,254.0,228.0,39.0,10.0,109.0,76.0,626.0,,,,,
2022,New York Liberty,Regular Season,2,Natasha Howard,30,35,35,1048.0,206.0,427.0,0.482,30.0,92.0,0.326,176.0,335.0,0.525,88.0,123.0,0.715,69.0,187.0,256.0,81.0,45.0,35.0,113.0,110.0,530.0,,,,,
2022,New York Liberty,Regular Season,3,Stefanie Dolson,30,36,36,826.0,113.0,229.0,0.493,26.0,66.0,0.394,87.0,163.0,0.534,38.0,42.0,0.905,43.0,129.0,172.0,66.0,14.0,28.0,56.0,112.0,290.0,,,,,
2022,New York Liberty,Regular Season,4,Sami Whitcomb,33,35,6,746.0,74.0,202.0,0.366,59.0,168.0,0.351,15.0,34.0,0.441,20.0,23.0,0.87,11.0,72.0,83.0,82.0,23.0,5.0,49.0,57.0,227.0,,,,,
2022,New York Liberty,Regular Season,5,Crystal Dangerfield,24,30,27,662.0,60.0,152.0,0.395,21.0,65.0,0.323,39.0,87.0,0.448,21.0,30.0,0.7,13.0,50.0,63.0,75.0,18.0,2.0,28.0,42.0,162.0,,,,,
2022,New York Liberty,Regular Season,6,Marine Johannes,27,24,10,612.0,83.0,179.0,0.464,55.0,126.0,0.437,28.0,53.0,0.528,20.0,23.0,0.87,5.0,35.0,40.0,82.0,14.0,3.0,44.0,38.0,241.0,,,,,
2022,New York Liberty,Regular Season,7,Han Xu,22,32,0,538.0,109.0,221.0,0.493,16.0,36.0,0.444,93.0,185.0,0.503,39.0,49.0,0.796,38.0,77.0,115.0,30.0,17.0,21.0,23.0,31.0,273.0,,,,,
2022,New York Liberty,Regular Season,8,Rebecca Allen,29,25,19,523.0,64.0,169.0,0.379,26.0,83.0,0.313,38.0,86.0,0.442,20.0,24.0,0.833,8.0,76.0,84.0,31.0,21.0,24.0,24.0,48.0,174.0,,,,,
2022,New York Liberty,Regular Season,9,Michaela Onyenwere,22,34,1,466.0,49.0,130.0,0.377,15.0,50.0,0.3,34.0,80.0,0.425,46.0,55.0,0.836,13.0,57.0,70.0,13.0,14.0,8.0,25.0,69.0,159.0,,,,,
2022,New York Liberty,Regular Season,10,Betnijah Laney,28,9,6,255.0,38.0,90.0,0.422,11.0,29.0,0.379,27.0,61.0,0.443,14.0,16.0,0.875,1.0,29.0,30.0,25.0,4.0,1.0,24.0,24.0,101.0,,,,,
2022,New York Liberty,Regular Season,11,DiDi Richards,23,14,0,155.0,11.0,36.0,0.306,3.0,11.0,0.273,8.0,25.0,0.32,7.0,10.0,0.7,5.0,19.0,24.0,20.0,1.0,5.0,13.0,25.0,32.0,,,,,
2022,New York Liberty,Regular Season,12,Jocelyn Willoughby,24,11,4,121.0,11.0,26.0,0.423,3.0,11.0,0.273,8.0,15.0,0.533,4.0,8.0,0.5,2.0,16.0,18.0,4.0,5.0,2.0,9.0,8.0,29.0,,,,,
2022,New York Liberty,Regular Season,13,Lorela Cubaj,23,11,0,88.0,4.0,12.0,0.333,0.0,0.0,,4.0,12.0,0.333,0.0,0.0,,9.0,14.0,23.0,4.0,0.0,2.0,5.0,12.0,8.0,2.0,18.0,Seattle Stormfrom Dallas,Georgia Tech,Georgia Tech
2022,New York Liberty,Regular Season,14,AD Durr,25,10,0,70.0,3.0,17.0,0.176,1.0,9.0,0.111,2.0,8.0,0.25,7.0,8.0,0.875,0.0,1.0,1.0,4.0,4.0,2.0,5.0,4.0,14.0,,,,,
2022,New York Liberty,Playoffs,1,Sabrina Ionescu,24,3,3,93.0,17.0,32.0,0.531,6.0,15.0,0.4,11.0,17.0,0.647,3.0,4.0,0.75,2.0,16.0,18.0,13.0,3.0,1.0,9.0,7.0,43.0,,,,,
2022,New York Liberty,Playoffs,2,Natasha Howard,30,3,3,83.0,19.0,43.0,0.442,1.0,10.0,0.1,18.0,33.0,0.545,5.0,5.0,1.0,3.0,17.0,20.0,3.0,2.0,0.0,6.0,9.0,44.0,,,,,
2022,New York Liberty,Playoffs,3,Stefanie Dolson,30,3,3,79.0,8.0,18.0,0.444,3.0,5.0,0.6,5.0,13.0,0.385,0.0,0.0,,3.0,8.0,11.0,8.0,0.0,3.0,1.0,7.0,19.0,,,,,
2022,New York Liberty,Playoffs,4,Betnijah Laney,28,3,3,73.0,13.0,31.0,0.419,1.0,4.0,0.25,12.0,27.0,0.444,7.0,8.0,0.875,2.0,10.0,12.0,10.0,2.0,1.0,7.0,6.0,34.0,,,,,
2022,New York Liberty,Playoffs,5,Marine Johannes,27,3,1,69.0,6.0,14.0,0.429,4.0,10.0,0.4,2.0,4.0,0.5,1.0,1.0,1.0,0.0,7.0,7.0,13.0,5.0,0.0,6.0,4.0,17.0,,,,,
2022,New York Liberty,Playoffs,6,Rebecca Allen,29,3,0,49.0,4.0,14.0,0.286,1.0,6.0,0.167,3.0,8.0,0.375,4.0,4.0,1.0,1.0,8.0,9.0,4.0,2.0,1.0,3.0,3.0,13.0,,,,,
2022,New York Liberty,Playoffs,7,Sami Whitcomb,33,3,0,44.0,4.0,11.0,0.364,3.0,7.0,0.429,1.0,4.0,0.25,0.0,0.0,,0.0,1.0,1.0,6.0,3.0,0.0,0.0,2.0,11.0,,,,,
2022,New York Liberty,Playoffs,8,Han Xu,22,3,0,30.0,5.0,12.0,0.417,1.0,1.0,1.0,4.0,11.0,0.364,5.0,6.0,0.833,2.0,6.0,8.0,1.0,0.0,2.0,2.0,1.0,16.0,,,,,
2022,New York Liberty,Playoffs,9,Crystal Dangerfield,24,3,2,27.0,3.0,11.0,0.273,1.0,4.0,0.25,2.0,7.0,0.286,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,7.0,,,,,
2022,New York Liberty,Playoffs,10,Michaela Onyenwere,22,3,0,22.0,4.0,11.0,0.364,0.0,3.0,0.0,4.0,8.0,0.5,6.0,6.0,1.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,14.0,,,,,
2022,New York Liberty,Playoffs,11,DiDi Richards,23,2,0,17.0,2.0,5.0,0.4,0.0,2.0,0.0,2.0,3.0,0.667,4.0,4.0,1.0,0.0,3.0,3.0,2.0,2.0,0.0,4.0,2.0,8.0,,,,,
2022,New York Liberty,Playoffs,12,Jocelyn Willoughby,24,2,0,14.0,2.0,2.0,1.0,0.0,0.0,,2.0,2.0,1.0,2.0,3.0,0.667,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,6.0,,,,,
2022,Phoenix Mercury,Regular Season,1,Brianna Turner,25,35,35,1168.0,68.0,112.0,0.607,0.0,0.0,,68.0,112.0,0.607,15.0,30.0,0.5,69.0,169.0,238.0,80.0,43.0,56.0,50.0,80.0,151.0,,,,,
2022,Phoenix Mercury,Regular Season,2,Skylar Diggins-Smith,31,30,30,1019.0,208.0,485.0,0.429,40.0,135.0,0.296,168.0,350.0,0.48,135.0,160.0,0.844,28.0,93.0,121.0,166.0,47.0,29.0,80.0,81.0,591.0,,,,,
2022,Phoenix Mercury,Regular Season,3,Shey Peddy,33,34,24,974.0,117.0,280.0,0.418,48.0,146.0,0.329,69.0,134.0,0.515,56.0,63.0,0.889,45.0,83.0,128.0,117.0,54.0,7.0,48.0,62.0,338.0,,,,,
2022,Phoenix Mercury,Regular Season,4,Diana Taurasi,40,31,31,962.0,150.0,402.0,0.373,92.0,273.0,0.337,58.0,129.0,0.45,127.0,142.0,0.894,8.0,98.0,106.0,119.0,21.0,18.0,84.0,89.0,519.0,,,,,
2022,Phoenix Mercury,Regular Season,5,Sophie Cunningham,25,28,20,827.0,120.0,267.0,0.449,70.0,175.0,0.4,50.0,92.0,0.543,42.0,48.0,0.875,19.0,104.0,123.0,45.0,28.0,10.0,29.0,94.0,352.0,,,,,
2022,Phoenix Mercury,Regular Season,6,Diamond DeShields,27,30,19,760.0,142.0,366.0,0.388,21.0,89.0,0.236,121.0,277.0,0.437,88.0,115.0,0.765,18.0,97.0,115.0,67.0,31.0,15.0,70.0,99.0,393.0,,,,,
2022,Phoenix Mercury,Regular Season,7,Tina Charles,33,16,16,530.0,104.0,236.0,0.441,24.0,66.0,0.364,80.0,170.0,0.471,44.0,55.0,0.8,15.0,101.0,116.0,34.0,13.0,12.0,39.0,43.0,276.0,,,,,
2022,Phoenix Mercury,Regular Season,8,Megan Gustafson,25,33,0,318.0,50.0,91.0,0.549,12.0,26.0,0.462,38.0,65.0,0.585,13.0,17.0,0.765,17.0,47.0,64.0,17.0,6.0,5.0,24.0,62.0,125.0,,,,,
2022,Phoenix Mercury,Regular Season,9,Jennie Simms,28,23,4,303.0,30.0,63.0,0.476,4.0,19.0,0.211,26.0,44.0,0.591,15.0,19.0,0.789,13.0,38.0,51.0,20.0,12.0,1.0,24.0,38.0,79.0,,,,,
2022,Phoenix Mercury,Regular Season,10,Reshanda Gray,29,16,0,152.0,15.0,37.0,0.405,1.0,11.0,0.091,14.0,26.0,0.538,1.0,3.0,0.333,5.0,24.0,29.0,10.0,5.0,5.0,18.0,37.0,32.0,,,,,
2022,Phoenix Mercury,Regular Season,11,Sam Thomas,23,24,0,118.0,4.0,19.0,0.211,1.0,15.0,0.067,3.0,4.0,0.75,1.0,1.0,1.0,2.0,3.0,5.0,6.0,6.0,2.0,4.0,12.0,10.0,,,,,
2022,Phoenix Mercury,Regular Season,12,Kristine Anigwe,25,10,1,65.0,5.0,10.0,0.5,0.0,0.0,,5.0,10.0,0.5,5.0,10.0,0.5,5.0,8.0,13.0,2.0,1.0,2.0,6.0,12.0,15.0,,,,,
2022,Phoenix Mercury,Regular Season,13,Yvonne Turner,34,3,0,35.0,4.0,10.0,0.4,0.0,0.0,,4.0,10.0,0.4,2.0,2.0,1.0,0.0,2.0,2.0,7.0,0.0,0.0,0.0,2.0,10.0,,,,,
2022,Phoenix Mercury,Regular Season,14,Kaela Davis,27,5,0,27.0,9.0,13.0,0.692,2.0,3.0,0.667,7.0,10.0,0.7,3.0,4.0,0.75,2.0,4.0,6.0,0.0,0.0,0.0,3.0,2.0,23.0,,,,,
2022,Phoenix Mercury,Regular Season,15,Karlie Samuelson,27,1,0,10.0,1.0,3.0,0.333,1.0,3.0,0.333,0.0,0.0,,0.0,0.0,,0.0,3.0,3.0,1.0,0.0,0.0,1.0,1.0,3.0,,,,,
2022,Phoenix Mercury,Regular Season,16,Emma Cannon,33,1,0,6.0,1.0,1.0,1.0,0.0,0.0,,1.0,1.0,1.0,1.0,2.0,0.5,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,,,,,
2022,Phoenix Mercury,Playoffs,1,Sophie Cunningham,25,2,2,62.0,5.0,11.0,0.455,3.0,8.0,0.375,2.0,3.0,0.667,2.0,6.0,0.333,1.0,4.0,5.0,4.0,1.0,0.0,5.0,7.0,15.0,,,,,
2022,Phoenix Mercury,Playoffs,2,Brianna Turner,25,2,2,60.0,4.0,9.0,0.444,0.0,0.0,,4.0,9.0,0.444,0.0,0.0,,11.0,12.0,23.0,5.0,0.0,1.0,2.0,5.0,8.0,,,,,
2022,Phoenix Mercury,Playoffs,3,Diamond DeShields,27,2,2,54.0,16.0,37.0,0.432,2.0,6.0,0.333,14.0,31.0,0.452,5.0,7.0,0.714,0.0,9.0,9.0,4.0,2.0,0.0,7.0,2.0,39.0,,,,,
2022,Phoenix Mercury,Playoffs,4,Jennie Simms,28,2,2,49.0,4.0,15.0,0.267,2.0,10.0,0.2,2.0,5.0,0.4,1.0,5.0,0.2,1.0,5.0,6.0,4.0,0.0,0.0,2.0,4.0,11.0,,,,,
2022,Phoenix Mercury,Playoffs,5,Kaela Davis,27,2,0,47.0,14.0,29.0,0.483,0.0,3.0,0.0,14.0,26.0,0.538,4.0,5.0,0.8,0.0,7.0,7.0,3.0,1.0,1.0,3.0,5.0,32.0,,,,,
2022,Phoenix Mercury,Playoffs,6,Megan Gustafson,25,2,0,47.0,6.0,19.0,0.316,0.0,5.0,0.0,6.0,14.0,0.429,6.0,6.0,1.0,4.0,5.0,9.0,4.0,1.0,1.0,1.0,5.0,18.0,,,,,
2022,Phoenix Mercury,Playoffs,7,Shey Peddy,33,1,1,26.0,3.0,13.0,0.231,2.0,7.0,0.286,1.0,6.0,0.167,0.0,0.0,,1.0,1.0,2.0,5.0,2.0,0.0,1.0,0.0,8.0,,,,,
2022,Phoenix Mercury,Playoffs,8,Yvonne Turner,34,2,1,24.0,2.0,7.0,0.286,0.0,0.0,,2.0,7.0,0.286,0.0,0.0,,2.0,4.0,6.0,3.0,0.0,0.0,0.0,1.0,4.0,,,,,
2022,Phoenix Mercury,Playoffs,9,Reshanda Gray,29,2,0,16.0,2.0,5.0,0.4,0.0,0.0,,2.0,5.0,0.4,1.0,2.0,0.5,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,5.0,,,,,
2022,Phoenix Mercury,Playoffs,10,Sam Thomas,23,2,0,14.0,1.0,2.0,0.5,1.0,2.0,0.5,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,,,,,
2022,Atlanta Dream,Regular Season,1,Rhyne Howard,22,34,34,1066.0,184.0,509.0,0.361,85.0,248.0,0.343,99.0,261.0,0.379,99.0,125.0,0.792,27.0,127.0,154.0,96.0,53.0,26.0,52.0,87.0,552.0,1.0,1.0,Atlanta Dreamfrom Washington,Kentucky,Kentucky
2022,Atlanta Dream,Regular Season,2,Cheyenne Parker,29,36,35,942.0,176.0,352.0,0.5,12.0,55.0,0.218,164.0,297.0,0.552,62.0,78.0,0.795,59.0,163.0,222.0,71.0,38.0,32.0,73.0,98.0,426.0,,,,,
2022,Atlanta Dream,Regular Season,3,Aari McDonald,23,36,6,876.0,131.0,319.0,0.411,48.0,142.0,0.338,83.0,177.0,0.469,88.0,101.0,0.871,15.0,66.0,81.0,93.0,52.0,1.0,77.0,78.0,398.0,,,,,
2022,Atlanta Dream,Regular Season,4,Erica Wheeler,31,30,30,789.0,98.0,276.0,0.355,24.0,73.0,0.329,74.0,203.0,0.365,31.0,41.0,0.756,19.0,74.0,93.0,118.0,33.0,2.0,76.0,74.0,251.0,,,,,
2022,Atlanta Dream,Regular Season,5,Naz Hillmon,22,34,12,674.0,59.0,123.0,0.48,0.0,2.0,0.0,59.0,121.0,0.488,32.0,39.0,0.821,52.0,120.0,172.0,41.0,22.0,10.0,40.0,51.0,150.0,2.0,15.0,Atlanta Dreamfrom Los Angeles,Michigan,Michigan
2022,Atlanta Dream,Regular Season,6,Kristy Wallace,26,29,18,602.0,66.0,162.0,0.407,25.0,68.0,0.368,41.0,94.0,0.436,33.0,42.0,0.786,18.0,50.0,68.0,63.0,17.0,6.0,44.0,58.0,190.0,,,,,
2022,Atlanta Dream,Regular Season,7,Kia Vaughn,35,29,1,401.0,32.0,80.0,0.4,0.0,1.0,0.0,32.0,79.0,0.405,9.0,13.0,0.692,29.0,63.0,92.0,25.0,10.0,8.0,33.0,50.0,73.0,,,,,
2022,Atlanta Dream,Regular Season,8,Monique Billings,26,23,8,401.0,55.0,117.0,0.47,0.0,1.0,0.0,55.0,116.0,0.474,39.0,51.0,0.765,45.0,101.0,146.0,26.0,19.0,8.0,31.0,54.0,149.0,,,,,
2022,Atlanta Dream,Regular Season,9,Nia Coffey,27,16,16,336.0,35.0,101.0,0.347,9.0,31.0,0.29,26.0,70.0,0.371,23.0,31.0,0.742,7.0,76.0,83.0,12.0,10.0,2.0,35.0,35.0,102.0,,,,,
2022,Atlanta Dream,Regular Season,10,Tiffany Hayes,32,11,11,303.0,66.0,121.0,0.545,18.0,42.0,0.429,48.0,79.0,0.608,28.0,41.0,0.683,3.0,37.0,40.0,23.0,8.0,1.0,22.0,33.0,178.0,,,,,
2022,Atlanta Dream,Regular Season,11,AD Durr,25,15,2,298.0,57.0,135.0,0.422,22.0,48.0,0.458,35.0,87.0,0.402,24.0,31.0,0.774,7.0,22.0,29.0,26.0,5.0,2.0,17.0,28.0,160.0,,,,,
2022,Atlanta Dream,Regular Season,12,Maya Caldwell,23,9,7,214.0,38.0,74.0,0.514,18.0,32.0,0.563,20.0,42.0,0.476,4.0,5.0,0.8,5.0,17.0,22.0,20.0,7.0,2.0,14.0,15.0,98.0,,,,,
2022,Atlanta Dream,Regular Season,13,Beatrice Mompremier,25,21,0,175.0,20.0,44.0,0.455,0.0,0.0,,20.0,44.0,0.455,5.0,13.0,0.385,20.0,39.0,59.0,8.0,2.0,12.0,15.0,28.0,45.0,,,,,
2022,Atlanta Dream,Regular Season,14,Megan Walker,23,12,0,115.0,14.0,38.0,0.368,7.0,19.0,0.368,7.0,19.0,0.368,4.0,6.0,0.667,3.0,6.0,9.0,5.0,3.0,0.0,12.0,8.0,39.0,,,,,
2022,Atlanta Dream,Regular Season,15,Destiny Slocum,24,3,0,41.0,4.0,11.0,0.364,3.0,9.0,0.333,1.0,2.0,0.5,3.0,5.0,0.6,0.0,4.0,4.0,4.0,0.0,0.0,5.0,4.0,14.0,,,,,
2022,Atlanta Dream,Regular Season,16,Yvonne Turner,34,2,0,16.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,2.0,0.5,1.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,,,,,
2022,Atlanta Dream,Regular Season,17,Kaila Charles,24,1,0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,
2022,Minnesota Lynx,Regular Season,1,Aerial Powers,28,35,31,943.0,170.0,441.0,0.385,33.0,107.0,0.308,137.0,334.0,0.41,132.0,162.0,0.815,45.0,118.0,163.0,100.0,42.0,11.0,89.0,63.0,505.0,,,,,
2022,Minnesota Lynx,Regular Season,2,Jessica Shepard,25,36,22,941.0,108.0,216.0,0.5,6.0,24.0,0.25,102.0,192.0,0.531,69.0,94.0,0.734,72.0,193.0,265.0,107.0,14.0,12.0,62.0,75.0,291.0,,,,,
2022,Minnesota Lynx,Regular Season,3,Kayla McBride,30,31,31,923.0,137.0,338.0,0.405,47.0,132.0,0.356,90.0,206.0,0.437,90.0,99.0,0.909,16.0,71.0,87.0,64.0,32.0,2.0,45.0,43.0,411.0,,,,,
2022,Minnesota Lynx,Regular Season,4,Sylvia Fowles,36,30,30,831.0,184.0,296.0,0.622,0.0,0.0,,184.0,296.0,0.622,64.0,97.0,0.66,74.0,221.0,295.0,36.0,31.0,36.0,64.0,73.0,432.0,,,,,
2022,Minnesota Lynx,Regular Season,5,Moriah Jefferson,28,30,30,805.0,117.0,259.0,0.452,36.0,76.0,0.474,81.0,183.0,0.443,53.0,65.0,0.815,11.0,64.0,75.0,147.0,35.0,4.0,67.0,67.0,323.0,,,,,
2022,Minnesota Lynx,Regular Season,6,Rachel Banham,28,36,5,630.0,101.0,235.0,0.43,57.0,149.0,0.383,44.0,86.0,0.512,24.0,30.0,0.8,3.0,45.0,48.0,81.0,9.0,4.0,48.0,62.0,283.0,,,,,
2022,Minnesota Lynx,Regular Season,7,Bridget Carleton,25,36,2,606.0,54.0,134.0,0.403,29.0,82.0,0.354,25.0,52.0,0.481,19.0,26.0,0.731,12.0,65.0,77.0,40.0,16.0,5.0,23.0,56.0,156.0,,,,,
2022,Minnesota Lynx,Regular Season,8,Nikolina Milic,28,31,4,364.0,74.0,135.0,0.548,6.0,22.0,0.273,68.0,113.0,0.602,31.0,42.0,0.738,46.0,47.0,93.0,23.0,10.0,8.0,42.0,57.0,185.0,,,,,
2022,Minnesota Lynx,Regular Season,9,Natalie Achonwa,29,22,0,332.0,47.0,91.0,0.516,0.0,2.0,0.0,47.0,89.0,0.528,22.0,27.0,0.815,25.0,65.0,90.0,37.0,9.0,7.0,22.0,36.0,116.0,,,,,
2022,Minnesota Lynx,Regular Season,10,Damiris Dantas,29,15,15,262.0,28.0,92.0,0.304,16.0,61.0,0.262,12.0,31.0,0.387,5.0,6.0,0.833,10.0,47.0,57.0,28.0,3.0,1.0,16.0,18.0,77.0,,,,,
2022,Minnesota Lynx,Regular Season,11,Evina Westbrook,23,14,2,173.0,14.0,44.0,0.318,2.0,14.0,0.143,12.0,30.0,0.4,6.0,9.0,0.667,1.0,19.0,20.0,20.0,6.0,6.0,12.0,14.0,36.0,2.0,21.0,Seattle Storm,Connecticut,Connecticut
2022,Minnesota Lynx,Regular Season,12,Lindsay Allen,27,9,0,134.0,20.0,38.0,0.526,8.0,14.0,0.571,12.0,24.0,0.5,12.0,13.0,0.923,0.0,14.0,14.0,31.0,2.0,0.0,7.0,11.0,60.0,,,,,
2022,Minnesota Lynx,Regular Season,13,Napheesa Collier,25,4,4,91.0,11.0,26.0,0.423,2.0,7.0,0.286,9.0,19.0,0.474,5.0,7.0,0.714,2.0,10.0,12.0,4.0,2.0,1.0,1.0,9.0,29.0,,,,,
2022,Minnesota Lynx,Regular Season,14,Yvonne Turner,34,4,2,88.0,8.0,26.0,0.308,3.0,7.0,0.429,5.0,19.0,0.263,6.0,7.0,0.857,2.0,8.0,10.0,10.0,2.0,0.0,12.0,10.0,25.0,,,,,
2022,Minnesota Lynx,Regular Season,15,Odyssey Sims,29,2,0,54.0,7.0,23.0,0.304,1.0,4.0,0.25,6.0,19.0,0.316,4.0,9.0,0.444,1.0,6.0,7.0,7.0,1.0,2.0,5.0,4.0,19.0,,,,,
2022,Minnesota Lynx,Regular Season,16,Kamiah Smalls,24,3,0,34.0,2.0,8.0,0.25,0.0,4.0,0.0,2.0,4.0,0.5,0.0,0.0,,0.0,5.0,5.0,6.0,4.0,0.0,4.0,6.0,4.0,,,,,
2022,Minnesota Lynx,Regular Season,17,Angel McCoughtry,35,2,2,20.0,3.0,8.0,0.375,0.0,1.0,0.0,3.0,7.0,0.429,6.0,6.0,1.0,0.0,6.0,6.0,2.0,1.0,2.0,3.0,3.0,12.0,,,,,
2022,Minnesota Lynx,Regular Season,18,Elissa Cunane,21,3,0,10.0,1.0,2.0,0.5,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,,2.0,3.0,5.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,17.0,Seattle Stormfrom New York,NC State,NC State
2022,Minnesota Lynx,Regular Season,19,Hannah Sjerven,24,3,0,9.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,28.0,Minnesota Lynxfrom Washington,South Dakota,South Dakota
2022,Minnesota Lynx,Regular Season,20,Rennia Davis,23,1,0,3.0,1.0,1.0,1.0,0.0,0.0,,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,,,,,
2022,Los Angeles Sparks,Regular Season,1,Nneka Ogwumike,31,34,34,1068.0,249.0,458.0,0.544,21.0,57.0,0.368,228.0,401.0,0.569,95.0,115.0,0.826,48.0,177.0,225.0,68.0,56.0,15.0,62.0,80.0,614.0,,,,,
2022,Los Angeles Sparks,Regular Season,2,Katie Lou Samuelson,25,32,29,943.0,107.0,287.0,0.373,56.0,159.0,0.352,51.0,128.0,0.398,41.0,49.0,0.837,17.0,78.0,95.0,62.0,33.0,7.0,34.0,52.0,311.0,,,,,
2022,Los Angeles Sparks,Regular Season,3,Brittney Sykes,28,32,24,921.0,152.0,351.0,0.433,14.0,52.0,0.269,138.0,299.0,0.462,87.0,113.0,0.77,23.0,94.0,117.0,118.0,65.0,22.0,84.0,84.0,405.0,,,,,
